order_id,customer_id,product_id,channel,order_timestamp,quantity,order_amount,order_status
O2026091800001,C0026,P0087,ONLINE,2026-09-18 04:23:22,1,3087.17,COMPLETED
O2026091800002,C0081,P0054,ONLINE,2026-09-18 07:07:11,3,12857.76,SHIPPED
O2026091800003,C0043,P0122,MOBILE_APP,2026-09-18 00:48:06,5,11006.9,COMPLETED
O2026091800004,C0072,P0118,ONLINE,2026-09-18 12:52:05,1,2084.47,COMPLETED
O2026091800005,C0067,P0015,ONLINE,2026-09-18 11:49:01,2,9496.28,COMPLETED
O2026091800006,C0058,P0100,ONLINE,2026-09-18 00:22:27,2,575.02,COMPLETED
O2026091800007,C0075,P0113,MARKETPLACE,2026-09-18 04:53:42,2,2516.28,SHIPPED
O2026091800008,C0041,P0055,MOBILE_APP,2026-09-18 20:01:15,3,12588.51,COMPLETED
O2026091800009,C0020,P0017,MOBILE_APP,2026-09-18 16:59:29,3,3345.36,CANCELLED
O2026091800010,C0083,P0127,ONLINE,2026-09-18 16:34:24,4,6308.08,SHIPPED
O2026091800011,C0099,P0078,MARKETPLACE,2026-09-18 02:26:19,1,4040.32,COMPLETED
O2026091800012,C0073,P0016,MARKETPLACE,2026-09-18 09:28:51,3,1414.32,COMPLETED
O2026091800013,C0031,P0038,WEB,2026-09-18 14:20:41,5,20904.05,COMPLETED
O2026091800014,C0029,P0120,MOBILE_APP,2026-09-18 13:17:41,2,1455.02,COMPLETED
O2026091800015,C0014,P0012,MARKETPLACE,2026-09-18 12:59:34,3,6420.45,SHIPPED
O2026091800016,C0039,P0068,ONLINE,2026-09-18 20:15:11,1,4180.92,COMPLETED
O2026091800017,C0013,P0051,MARKETPLACE,2026-09-18 23:06:02,3,9777.78,SHIPPED
O2026091800018,C0080,P0103,MARKETPLACE,2026-09-18 08:36:00,3,1257.12,COMPLETED
O2026091800019,C0074,P0063,MARKETPLACE,2026-09-18 09:46:48,5,22704.05,COMPLETED
O2026091800020,C0092,P0075,WEB,2026-09-18 01:26:58,4,15840.2,COMPLETED
O2026091800021,C0004,P0049,MOBILE_APP,2026-09-18 08:41:07,1,2414.56,COMPLETED
O2026091800022,C0059,P0073,MOBILE_APP,2026-09-18 01:15:17,3,2244.93,SHIPPED
O2026091800023,C0056,P0006,MARKETPLACE,2026-09-18 22:06:48,4,3971.12,SHIPPED
O2026091800024,C0015,P0127,ONLINE,2026-09-18 09:53:33,1,1577.02,COMPLETED
O2026091800025,C0065,P0006,WEB,2026-09-18 00:02:41,5,4963.9,COMPLETED
O2026091800026,C0005,P0038,ONLINE,2026-09-18 13:17:22,1,4180.81,SHIPPED
O2026091800027,C0079,P0106,WEB,2026-09-18 14:20:14,4,2298.2,SHIPPED
O2026091800028,C0086,P0054,ONLINE,2026-09-18 15:03:00,5,21429.6,SHIPPED
